0,1
1,0.999999
2,0.999996
3,0.999991
4,0.999984
5,0.999975
6,0.999964
7,0.999951
8,0.999936
9,0.999919
10,0.9999
11,0.999879
12,0.999856
13,0.999831
14,0.999804
15,0.999775
16,0.999744
17,0.999711
18,0.999676
19,0.999639
20,0.9996
21,0.999559
22,0.999516
23,0.999471
24,0.999424
25,0.999375
26,0.999324
27,0.999271
28,0.999216
29,0.999159
30,0.9991
31,0.999039
32,0.998977
33,0.998912
34,0.998845
35,0.998776
36,0.998705
37,0.998632
38,0.998557
39,0.99848
40,0.998401
41,0.99832
42,0.998238
43,0.998153
44,0.998066
45,0.997977
46,0.997886
47,0.997793
48,0.997699
49,0.997602
50,0.997503
51,0.997402
52,0.9973
53,0.997195
54,0.997088
55,0.99698
56,0.996869
57,0.996756
58,0.996642
59,0.996525
60,0.996406
61,0.996286
62,0.996163
63,0.996039
64,0.995912
65,0.995784
66,0.995653
67,0.995521
68,0.995387
69,0.99525
70,0.995112
71,0.994972
72,0.994829
73,0.994685
74,0.994539
75,0.994391
76,0.994241
77,0.994089
78,0.993934
79,0.993778
80,0.99362
81,0.99346
82,0.993299
83,0.993135
84,0.992969
85,0.992801
86,0.992631
87,0.99246
88,0.992286
89,0.99211
90,0.991933
91,0.991753
92,0.991572
93,0.991388
94,0.991203
95,0.991016
96,0.990826
97,0.990635
98,0.990442
99,0.990247
100,0.99005
101,0.989851
102,0.98965
103,0.989447
104,0.989242
105,0.989036
106,0.988827
107,0.988616
108,0.988404
109,0.988189
110,0.987973
111,0.987755
112,0.987534
113,0.987312
114,0.987088
115,0.986862
116,0.986634
117,0.986404
118,0.986172
119,0.985939
120,0.985703
121,0.985466
122,0.985226
123,0.984985
124,0.984742
125,0.984496
126,0.984249
127,0.984
128,0.98375
129,0.983497
130,0.983242
131,0.982985
132,0.982727
133,0.982467
134,0.982204
135,0.98194
136,0.981674
137,0.981406
138,0.981136
139,0.980864
140,0.980591
141,0.980315
142,0.980038
143,0.979759
144,0.979478
145,0.979194
146,0.97891
147,0.978623
148,0.978334
149,0.978044
150,0.977751
151,0.977457
152,0.977161
153,0.976863
154,0.976563
155,0.976261
156,0.975958
157,0.975652
158,0.975345
159,0.975036
160,0.974725
161,0.974412
162,0.974097
163,0.973781
164,0.973462
165,0.973142
166,0.97282
167,0.972496
168,0.972171
169,0.971843
170,0.971514
171,0.971182
172,0.970849
173,0.970514
174,0.970178
175,0.969839
176,0.969499
177,0.969157
178,0.968813
179,0.968467
180,0.968119
181,0.96777
182,0.967419
183,0.967066
184,0.966711
185,0.966354
186,0.965996
187,0.965635
188,0.965273
189,0.964909
190,0.964544
191,0.964176
192,0.963807
193,0.963436
194,0.963063
195,0.962689
196,0.962313
197,0.961934
198,0.961555
199,0.961173
200,0.960789
201,0.960404
202,0.960017
203,0.959629
204,0.959238
205,0.958846
206,0.958452
207,0.958056
208,0.957659
209,0.957259
210,0.956858
211,0.956456
212,0.956051
213,0.955645
214,0.955237
215,0.954827
216,0.954416
217,0.954002
218,0.953588
219,0.953171
220,0.952753
221,0.952333
222,0.951911
223,0.951487
224,0.951062
225,0.950635
226,0.950206
227,0.949776
228,0.949344
229,0.94891
230,0.948475
231,0.948038
232,0.947599
233,0.947158
234,0.946716
235,0.946272
236,0.945827
237,0.945379
238,0.94493
239,0.94448
240,0.944027
241,0.943574
242,0.943118
243,0.942661
244,0.942202
245,0.941741
246,0.941279
247,0.940815
248,0.940349
249,0.939882
250,0.939413
251,0.938943
252,0.93847
253,0.937997
254,0.937521
255,0.937044
256,0.936565
257,0.936085
258,0.935603
259,0.935119
260,0.934634
261,0.934147
262,0.933659
263,0.933169
264,0.932677
265,0.932184
266,0.931689
267,0.931193
268,0.930695
269,0.930195
270,0.929694
271,0.929191
272,0.928687
273,0.928181
274,0.927673
275,0.927164
276,0.926653
277,0.926141
278,0.925627
279,0.925112
280,0.924595
281,0.924076
282,0.923556
283,0.923034
284,0.922511
285,0.921986
286,0.92146
287,0.920932
288,0.920403
289,0.919872
290,0.919339
291,0.918805
292,0.91827
293,0.917733
294,0.917194
295,0.916654
296,0.916113
297,0.915569
298,0.915025
299,0.914479
300,0.913931
301,0.913382
302,0.912831
303,0.912279
304,0.911726
305,0.911171
306,0.910614
307,0.910056
308,0.909497
309,0.908936
310,0.908373
311,0.907809
312,0.907244
313,0.906677
314,0.906109
315,0.905539
316,0.904968
317,0.904395
318,0.903821
319,0.903245
320,0.902668
321,0.90209
322,0.90151
323,0.900929
324,0.900346
325,0.899762
326,0.899176
327,0.898589
328,0.898001
329,0.897411
330,0.89682
331,0.896227
332,0.895634
333,0.895038
334,0.894441
335,0.893843
336,0.893244
337,0.892643
338,0.89204
339,0.891437
340,0.890831
341,0.890225
342,0.889617
343,0.889008
344,0.888398
345,0.887786
346,0.887172
347,0.886558
348,0.885942
349,0.885325
350,0.884706
351,0.884086
352,0.883465
353,0.882842
354,0.882218
355,0.881593
356,0.880966
