0,1
1,0.998993
2,0.998001
3,0.996994
4,0.996002
5,0.99501
6,0.994003
7,0.993011
8,0.99202
9,0.991028
10,0.990036
11,0.989059
12,0.988068
13,0.987076
14,0.986084
15,0.985107
16,0.984116
17,0.983139
18,0.982147
19,0.981171
20,0.980194
21,0.979218
22,0.978226
23,0.977249
24,0.976273
25,0.975296
26,0.974335
27,0.973358
28,0.972382
29,0.971405
30,0.970444
31,0.969467
32,0.968506
33,0.967529
34,0.966568
35,0.965591
36,0.96463
37,0.963669
38,0.962708
39,0.961746
40,0.960785
41,0.959824
42,0.958862
43,0.957901
44,0.95694
45,0.955994
46,0.955032
47,0.954086
48,0.953125
49,0.952179
50,0.951218
51,0.950272
52,0.949326
53,0.94838
54,0.947418
55,0.946472
56,0.945526
57,0.94458
58,0.943649
59,0.942703
60,0.941757
61,0.940811
62,0.93988
63,0.938934
64,0.938004
65,0.937057
66,0.936127
67,0.935181
68,0.93425
69,0.933319
70,0.932388
71,0.931458
72,0.930527
73,0.929596
74,0.928665
75,0.927734
76,0.926804
77,0.925888
78,0.924957
79,0.924026
80,0.923111
81,0.92218
82,0.921265
83,0.920349
84,0.919418
85,0.918503
86,0.917587
87,0.916672
88,0.915756
89,0.914841
90,0.913925
91,0.91301
92,0.912094
93,0.911179
94,0.910278
95,0.909363
96,0.908463
97,0.907547
98,0.906647
99,0.905731
100,0.904831
101,0.903931
102,0.903015
103,0.902115
104,0.901215
105,0.900314
106,0.899414
107,0.898514
108,0.897614
109,0.896729
110,0.895828
111,0.894928
112,0.894043
113,0.893143
114,0.892258
115,0.891357
116,0.890472
117,0.889572
118,0.888687
119,0.887802
120,0.886917
121,0.886032
122,0.885147
123,0.884262
124,0.883377
125,0.882492
126,0.881607
127,0.880722
128,0.879852
129,0.878967
130,0.878082
131,0.877213
132,0.876328
133,0.875458
134,0.874588
135,0.873703
136,0.872833
137,0.871964
138,0.871094
139,0.870224
140,0.869354
141,0.868484
142,0.867615
143,0.866745
144,0.865875
145,0.865021
146,0.864151
147,0.863281
148,0.862427
149,0.861557
150,0.860703
151,0.859833
152,0.858978
153,0.858124
154,0.857269
155,0.856415
156,0.855545
157,0.854691
158,0.853836
159,0.852982
160,0.852142
161,0.851288
162,0.850433
163,0.849579
164,0.84874
165,0.847885
166,0.847046
167,0.846191
168,0.845352
169,0.844498
170,0.843658
171,0.842819
172,0.841965
173,0.841125
174,0.840286
175,0.839447
176,0.838608
177,0.837769
178,0.836929
179,0.836105
180,0.835266
181,0.834427
182,0.833588
183,0.832764
184,0.831924
185,0.8311
186,0.830261
187,0.829437
188,0.828613
189,0.827774
190,0.82695
191,0.826126
192,0.825302
193,0.824478
194,0.823654
195,0.82283
196,0.822006
197,0.821182
198,0.820358
199,0.81955
200,0.818726
201,0.817902
202,0.817093
203,0.816269
204,0.81546
205,0.814636
206,0.813828
207,0.813019
208,0.812195
209,0.811386
210,0.810577
211,0.809769
212,0.80896
213,0.808151
214,0.807343
215,0.806534
216,0.805725
217,0.804916
218,0.804123
219,0.803314
220,0.802505
221,0.801712
222,0.800903
223,0.80011
224,0.799301
225,0.798508
226,0.797714
227,0.796921
228,0.796112
229,0.795319
230,0.794525
231,0.793732
232,0.792938
233,0.792145
234,0.791351
235,0.790558
236,0.78978
237,0.788986
238,0.788193
239,0.787415
240,0.786621
241,0.785828
242,0.785049
243,0.784271
244,0.783478
245,0.7827
246,0.781921
247,0.781128
248,0.78035
249,0.779572
250,0.778793
251,0.778015
252,0.777237
253,0.776459
254,0.775681
255,0.774902
256,0.774139
257,0.773361
258,0.772583
259,0.77182
260,0.771042
261,0.770279
262,0.769501
263,0.768738
264,0.76796
265,0.767197
266,0.766434
267,0.765671
268,0.764893
269,0.76413
270,0.763367
271,0.762604
272,0.761841
273,0.761078
274,0.76033
275,0.759567
276,0.758804
277,0.758041
278,0.757294
279,0.756531
280,0.755783
281,0.75502
282,0.754272
283,0.75351
284,0.752762
285,0.752014
286,0.751251
287,0.750504
288,0.749756
289,0.749008
290,0.74826
291,0.747513
292,0.746765
293,0.746017
294,0.74527
295,0.744522
296,0.743774
297,0.743042
298,0.742294
299,0.741547
300,0.740814
301,0.740067
302,0.739334
303,0.738586
304,0.737854
305,0.737122
306,0.736374
307,0.735641
308,0.734909
309,0.734177
310,0.733444
311,0.732712
312,0.731979
313,0.731247
314,0.730515
315,0.729782
316,0.72905
317,0.728317
318,0.7276
319,0.726868
320,0.726135
321,0.725418
322,0.724686
323,0.723969
324,0.723236
325,0.722519
326,0.721802
327,0.721069
328,0.720352
329,0.719635
330,0.718918
331,0.718201
332,0.717484
333,0.716766
334,0.716049
335,0.715332
336,0.714615
337,0.713898
338,0.713181
339,0.712479
340,0.711761
341,0.711044
342,0.710342
343,0.709625
344,0.708923
345,0.708206
346,0.707504
347,0.706802
348,0.706085
349,0.705383
350,0.704681
351,0.703979
352,0.703278
353,0.702576
354,0.701874
355,0.701172
356,0.70047
357,0.699768
358,0.699066
359,0.698364
360,0.697662
361,0.696976
362,0.696274
363,0.695572
364,0.694885
365,0.694183
366,0.693497
367,0.692795
368,0.692108
369,0.691422
370,0.69072
371,0.690033
372,0.689346
373,0.68866
374,0.687973
375,0.687286
376,0.6866
377,0.685913
378,0.685226
379,0.68454
380,0.683853
381,0.683167
382,0.68248
383,0.681808
384,0.681122
385,0.68045
386,0.679764
387,0.679077
388,0.678406
389,0.677719
390,0.677048
391,0.676376
392,0.67569
393,0.675018
394,0.674347
